cat,soc,job,elm,val,mhr,myr
Production,51-8093,"Petroleum Pump System Operators, Refinery Operators, and Gaugers",Social,1.33,34.07,70860
Production,51-8093,"Petroleum Pump System Operators, Refinery Operators, and Gaugers",Enterprising,2.33,34.07,70860
Production,51-8093,"Petroleum Pump System Operators, Refinery Operators, and Gaugers",Conventional,4.33,34.07,70860
Production,51-9011,Chemical Equipment Operators and Tenders,Realistic,7,23.45,48770
Production,51-9011,Chemical Equipment Operators and Tenders,Investigative,2,23.45,48770
Production,51-9011,Chemical Equipment Operators and Tenders,Artistic,1.33,23.45,48770
Production,51-9011,Chemical Equipment Operators and Tenders,Social,1,23.45,48770
Production,51-9011,Chemical Equipment Operators and Tenders,Enterprising,2,23.45,48770
Production,51-9011,Chemical Equipment Operators and Tenders,Conventional,3.33,23.45,48770
Production,51-9012,"Separating, Filtering, Clarifying, Precipitating, and Still Machine Setters, Operators, and Tenders",Realistic,7,19.62,40810
Production,51-9012,"Separating, Filtering, Clarifying, Precipitating, and Still Machine Setters, Operators, and Tenders",Investigative,4.33,19.62,40810
Production,51-9012,"Separating, Filtering, Clarifying, Precipitating, and Still Machine Setters, Operators, and Tenders",Artistic,1.33,19.62,40810
Production,51-9012,"Separating, Filtering, Clarifying, Precipitating, and Still Machine Setters, Operators, and Tenders",Social,1.33,19.62,40810
Production,51-9012,"Separating, Filtering, Clarifying, Precipitating, and Still Machine Setters, Operators, and Tenders",Enterprising,2.33,19.62,40810
Production,51-9012,"Separating, Filtering, Clarifying, Precipitating, and Still Machine Setters, Operators, and Tenders",Conventional,5,19.62,40810
Production,51-9021,"Crushing, Grinding, and Polishing Machine Setters, Operators, and Tenders",Realistic,7,17.5,36400
Production,51-9021,"Crushing, Grinding, and Polishing Machine Setters, Operators, and Tenders",Investigative,3.67,17.5,36400
Production,51-9021,"Crushing, Grinding, and Polishing Machine Setters, Operators, and Tenders",Artistic,1.33,17.5,36400
Production,51-9021,"Crushing, Grinding, and Polishing Machine Setters, Operators, and Tenders",Social,1,17.5,36400
Production,51-9021,"Crushing, Grinding, and Polishing Machine Setters, Operators, and Tenders",Enterprising,2,17.5,36400
Production,51-9021,"Crushing, Grinding, and Polishing Machine Setters, Operators, and Tenders",Conventional,5,17.5,36400
Production,51-9022,"Grinding and Polishing Workers, Hand",Realistic,7,14.21,29550
Production,51-9022,"Grinding and Polishing Workers, Hand",Investigative,3.33,14.21,29550
Production,51-9022,"Grinding and Polishing Workers, Hand",Artistic,2.67,14.21,29550
Production,51-9022,"Grinding and Polishing Workers, Hand",Social,1,14.21,29550
Production,51-9022,"Grinding and Polishing Workers, Hand",Enterprising,1.67,14.21,29550
Production,51-9022,"Grinding and Polishing Workers, Hand",Conventional,4.33,14.21,29550
Production,51-9023,"Mixing and Blending Machine Setters, Operators, and Tenders",Realistic,7,17.89,37210
Production,51-9023,"Mixing and Blending Machine Setters, Operators, and Tenders",Investigative,3.67,17.89,37210
Production,51-9023,"Mixing and Blending Machine Setters, Operators, and Tenders",Artistic,1,17.89,37210
Production,51-9023,"Mixing and Blending Machine Setters, Operators, and Tenders",Social,1,17.89,37210
Production,51-9023,"Mixing and Blending Machine Setters, Operators, and Tenders",Enterprising,1.33,17.89,37210
Production,51-9023,"Mixing and Blending Machine Setters, Operators, and Tenders",Conventional,4.67,17.89,37210
Production,51-9031,"Cutters and Trimmers, Hand",Realistic,7,14.13,29390
Production,51-9031,"Cutters and Trimmers, Hand",Investigative,2.33,14.13,29390
Production,51-9031,"Cutters and Trimmers, Hand",Artistic,1.67,14.13,29390
Production,51-9031,"Cutters and Trimmers, Hand",Social,1,14.13,29390
Production,51-9031,"Cutters and Trimmers, Hand",Enterprising,2,14.13,29390
Production,51-9031,"Cutters and Trimmers, Hand",Conventional,5.33,14.13,29390
Production,51-9032,"Cutting and Slicing Machine Setters, Operators, and Tenders",Realistic,7,16.64,34620
Production,51-9032,"Cutting and Slicing Machine Setters, Operators, and Tenders",Investigative,1.33,16.64,34620
Production,51-9032,"Cutting and Slicing Machine Setters, Operators, and Tenders",Artistic,1,16.64,34620
Production,51-9032,"Cutting and Slicing Machine Setters, Operators, and Tenders",Social,1,16.64,34620
Production,51-9032,"Cutting and Slicing Machine Setters, Operators, and Tenders",Enterprising,2,16.64,34620
Production,51-9032,"Cutting and Slicing Machine Setters, Operators, and Tenders",Conventional,3,16.64,34620
Production,51-9041,"Extruding, Forming, Pressing, and Compacting Machine Setters, Operators, and Tenders",Realistic,7,16.89,35120
Production,51-9041,"Extruding, Forming, Pressing, and Compacting Machine Setters, Operators, and Tenders",Investigative,3.67,16.89,35120
Production,51-9041,"Extruding, Forming, Pressing, and Compacting Machine Setters, Operators, and Tenders",Artistic,1.33,16.89,35120
Production,51-9041,"Extruding, Forming, Pressing, and Compacting Machine Setters, Operators, and Tenders",Social,1,16.89,35120
Production,51-9041,"Extruding, Forming, Pressing, and Compacting Machine Setters, Operators, and Tenders",Enterprising,1.67,16.89,35120
Production,51-9041,"Extruding, Forming, Pressing, and Compacting Machine Setters, Operators, and Tenders",Conventional,5.33,16.89,35120
Production,51-9051,"Furnace, Kiln, Oven, Drier, and Kettle Operators and Tenders",Realistic,7,18.83,39160
Production,51-9051,"Furnace, Kiln, Oven, Drier, and Kettle Operators and Tenders",Investigative,2.67,18.83,39160
Production,51-9051,"Furnace, Kiln, Oven, Drier, and Kettle Operators and Tenders",Artistic,1,18.83,39160
Production,51-9051,"Furnace, Kiln, Oven, Drier, and Kettle Operators and Tenders",Social,1,18.83,39160
Production,51-9051,"Furnace, Kiln, Oven, Drier, and Kettle Operators and Tenders",Enterprising,2,18.83,39160
Production,51-9051,"Furnace, Kiln, Oven, Drier, and Kettle Operators and Tenders",Conventional,4,18.83,39160
Production,51-9061,"Inspectors, Testers, Sorters, Samplers, and Weighers",Realistic,6.33,18.39,38250
Production,51-9061,"Inspectors, Testers, Sorters, Samplers, and Weighers",Investigative,3.67,18.39,38250
Production,51-9061,"Inspectors, Testers, Sorters, Samplers, and Weighers",Artistic,1,18.39,38250
Production,51-9061,"Inspectors, Testers, Sorters, Samplers, and Weighers",Social,1.67,18.39,38250
Production,51-9061,"Inspectors, Testers, Sorters, Samplers, and Weighers",Enterprising,2.67,18.39,38250
Production,51-9061,"Inspectors, Testers, Sorters, Samplers, and Weighers",Conventional,6.67,18.39,38250
Production,51-9081,Dental Laboratory Technicians,Realistic,6.33,19.44,40440
Production,51-9081,Dental Laboratory Technicians,Investigative,5,19.44,40440
Production,51-9081,Dental Laboratory Technicians,Artistic,2,19.44,40440
Production,51-9081,Dental Laboratory Technicians,Social,2.67,19.44,40440
Production,51-9081,Dental Laboratory Technicians,Enterprising,1.67,19.44,40440
Production,51-9081,Dental Laboratory Technicians,Conventional,4.33,19.44,40440
Production,51-9082,Medical Appliance Technicians,Realistic,7,18.84,39190
Production,51-9082,Medical Appliance Technicians,Investigative,4.67,18.84,39190
Production,51-9082,Medical Appliance Technicians,Artistic,2.33,18.84,39190
Production,51-9082,Medical Appliance Technicians,Social,4.33,18.84,39190
Production,51-9082,Medical Appliance Technicians,Enterprising,1.67,18.84,39190
Production,51-9082,Medical Appliance Technicians,Conventional,3,18.84,39190
Production,51-9083,Ophthalmic Laboratory Technicians,Realistic,7,15.3,31830
Production,51-9083,Ophthalmic Laboratory Technicians,Investigative,2.33,15.3,31830
Production,51-9083,Ophthalmic Laboratory Technicians,Artistic,1,15.3,31830
Production,51-9083,Ophthalmic Laboratory Technicians,Social,1,15.3,31830
Production,51-9083,Ophthalmic Laboratory Technicians,Enterprising,2,15.3,31830
Production,51-9083,Ophthalmic Laboratory Technicians,Conventional,3.67,15.3,31830
Production,51-9111,Packaging and Filling Machine Operators and Tenders,Realistic,7,14.5,30160
Production,51-9111,Packaging and Filling Machine Operators and Tenders,Investigative,3,14.5,30160
Production,51-9111,Packaging and Filling Machine Operators and Tenders,Artistic,1.67,14.5,30160
Production,51-9111,Packaging and Filling Machine Operators and Tenders,Social,1,14.5,30160
Production,51-9111,Packaging and Filling Machine Operators and Tenders,Enterprising,1.67,14.5,30160
Production,51-9111,Packaging and Filling Machine Operators and Tenders,Conventional,5.33,14.5,30160
Production,51-9121,"Coating, Painting, and Spraying Machine Setters, Operators, and Tenders",Realistic,7,16.73,34800
Production,51-9121,"Coating, Painting, and Spraying Machine Setters, Operators, and Tenders",Investigative,3.67,16.73,34800
Production,51-9121,"Coating, Painting, and Spraying Machine Setters, Operators, and Tenders",Artistic,2,16.73,34800
Production,51-9121,"Coating, Painting, and Spraying Machine Setters, Operators, and Tenders",Social,1,16.73,34800
Production,51-9121,"Coating, Painting, and Spraying Machine Setters, Operators, and Tenders",Enterprising,1.67,16.73,34800
Production,51-9121,"Coating, Painting, and Spraying Machine Setters, Operators, and Tenders",Conventional,4.67,16.73,34800
Production,51-9122,"Painters, Transportation Equipment",Realistic,7,20.33,42280
Production,51-9122,"Painters, Transportation Equipment",Investigative,3.33,20.33,42280
Production,51-9122,"Painters, Transportation Equipment",Artistic,3.33,20.33,42280
Production,51-9122,"Painters, Transportation Equipment",Social,1,20.33,42280
Production,51-9122,"Painters, Transportation Equipment",Enterprising,1.33,20.33,42280
Production,51-9122,"Painters, Transportation Equipment",Conventional,4.33,20.33,42280
Production,51-9123,"Painting, Coating, and Decorating Workers",Realistic,7,14.93,31050
Production,51-9123,"Painting, Coating, and Decorating Workers",Investigative,1.33,14.93,31050
Production,51-9123,"Painting, Coating, and Decorating Workers",Artistic,2.67,14.93,31050
Production,51-9123,"Painting, Coating, and Decorating Workers",Social,1.33,14.93,31050
Production,51-9123,"Painting, Coating, and Decorating Workers",Enterprising,1.67,14.93,31050
Production,51-9123,"Painting, Coating, and Decorating Workers",Conventional,2.67,14.93,31050
Production,51-9141,Semiconductor Processors,Realistic,7,17.92,37270
Production,51-9141,Semiconductor Processors,Investigative,4.33,17.92,37270
Production,51-9141,Semiconductor Processors,Artistic,1.33,17.92,37270
Production,51-9141,Semiconductor Processors,Social,1,17.92,37270
Production,51-9141,Semiconductor Processors,Enterprising,2.33,17.92,37270
Production,51-9141,Semiconductor Processors,Conventional,5,17.92,37270
Production,51-9151,Photographic Process Workers and Processing Machine Operators,Realistic,4.33,14.03,29180
Production,51-9151,Photographic Process Workers and Processing Machine Operators,Investigative,2,14.03,29180
Production,51-9151,Photographic Process Workers and Processing Machine Operators,Artistic,2.67,14.03,29180
Production,51-9151,Photographic Process Workers and Processing Machine Operators,Social,2,14.03,29180
Production,51-9151,Photographic Process Workers and Processing Machine Operators,Enterprising,2,14.03,29180
Production,51-9151,Photographic Process Workers and Processing Machine Operators,Conventional,6.33,14.03,29180
Production,51-9191,Adhesive Bonding Machine Operators and Tenders,Realistic,6.67,16.26,33820
Production,51-9191,Adhesive Bonding Machine Operators and Tenders,Investigative,1.33,16.26,33820
Production,51-9191,Adhesive Bonding Machine Operators and Tenders,Artistic,1,16.26,33820
Production,51-9191,Adhesive Bonding Machine Operators and Tenders,Social,1,16.26,33820
Production,51-9191,Adhesive Bonding Machine Operators and Tenders,Enterprising,2,16.26,33820
Production,51-9191,Adhesive Bonding Machine Operators and Tenders,Conventional,3.67,16.26,33820
Production,51-9192,"Cleaning, Washing, and Metal Pickling Equipment Operators and Tenders",Realistic,7,14.8,30790
Production,51-9192,"Cleaning, Washing, and Metal Pickling Equipment Operators and Tenders",Investigative,1.33,14.8,30790
Production,51-9192,"Cleaning, Washing, and Metal Pickling Equipment Operators and Tenders",Artistic,1,14.8,30790
Production,51-9192,"Cleaning, Washing, and Metal Pickling Equipment Operators and Tenders",Social,1,14.8,30790
Production,51-9192,"Cleaning, Washing, and Metal Pickling Equipment Operators and Tenders",Enterprising,1.33,14.8,30790
Production,51-9192,"Cleaning, Washing, and Metal Pickling Equipment Operators and Tenders",Conventional,2.67,14.8,30790
Production,51-9193,Cooling and Freezing Equipment Operators and Tenders,Realistic,7,15.58,32410
Production,51-9193,Cooling and Freezing Equipment Operators and Tenders,Investigative,4,15.58,32410
Production,51-9193,Cooling and Freezing Equipment Operators and Tenders,Artistic,1,15.58,32410
Production,51-9193,Cooling and Freezing Equipment Operators and Tenders,Social,1,15.58,32410
Production,51-9193,Cooling and Freezing Equipment Operators and Tenders,Enterprising,1.67,15.58,32410
Production,51-9193,Cooling and Freezing Equipment Operators and Tenders,Conventional,5,15.58,32410
Production,51-9194,Etchers and Engravers,Realistic,7,15.06,31330
Production,51-9194,Etchers and Engravers,Investigative,1,15.06,31330
Production,51-9194,Etchers and Engravers,Artistic,2.67,15.06,31330
Production,51-9194,Etchers and Engravers,Social,1.67,15.06,31330
Production,51-9194,Etchers and Engravers,Enterprising,2.33,15.06,31330
Production,51-9194,Etchers and Engravers,Conventional,3.33,15.06,31330
Production,51-9196,"Paper Goods Machine Setters, Operators, and Tenders",Realistic,6.67,18.62,38730
Production,51-9196,"Paper Goods Machine Setters, Operators, and Tenders",Investigative,3,18.62,38730
Production,51-9196,"Paper Goods Machine Setters, Operators, and Tenders",Artistic,1,18.62,38730
Production,51-9196,"Paper Goods Machine Setters, Operators, and Tenders",Social,1,18.62,38730
Production,51-9196,"Paper Goods Machine Setters, Operators, and Tenders",Enterprising,2.33,18.62,38730
Production,51-9196,"Paper Goods Machine Setters, Operators, and Tenders",Conventional,4.67,18.62,38730
Production,51-9197,Tire Builders,Realistic,7,22.42,46630
Production,51-9197,Tire Builders,Investigative,3,22.42,46630
Production,51-9197,Tire Builders,Artistic,1.33,22.42,46630
Production,51-9197,Tire Builders,Social,1,22.42,46630
Production,51-9197,Tire Builders,Enterprising,1.67,22.42,46630
Production,51-9197,Tire Builders,Conventional,4.33,22.42,46630
Production,51-9198,Helpers--Production Workers,Realistic,7,13.33,27730
Production,51-9198,Helpers--Production Workers,Investigative,3,13.33,27730
Production,51-9198,Helpers--Production Workers,Artistic,1.33,13.33,27730
Production,51-9198,Helpers--Production Workers,Social,1.33,13.33,27730
Production,51-9198,Helpers--Production Workers,Enterprising,1.33,13.33,27730
Production,51-9198,Helpers--Production Workers,Conventional,5,13.33,27730
Transportation and Material Moving,53-1011,Aircraft Cargo Handling Supervisors,Realistic,5.67,23.37,48610
Transportation and Material Moving,53-1011,Aircraft Cargo Handling Supervisors,Investigative,2.67,23.37,48610
Transportation and Material Moving,53-1011,Aircraft Cargo Handling Supervisors,Artistic,1.33,23.37,48610
